Vardas     Pavarde    ND1  ND2  ND3  ND4  ND5  Egzaminas
Vardas95504 Pavarde95504 5 8 9 3 4 4
Vardas95505 Pavarde95505 5 3 4 2 8 8
Vardas95506 Pavarde95506 4 4 5 1 9 9
Vardas95507 Pavarde95507 2 7 6 3 8 4
Vardas95508 Pavarde95508 9 1 1 5 6 6
Vardas95509 Pavarde95509 7 10 8 5 1 7
Vardas95510 Pavarde95510 6 7 1 7 1 9
Vardas95511 Pavarde95511 6 5 7 1 9 6
Vardas95512 Pavarde95512 9 8 4 3 2 3
Vardas95513 Pavarde95513 1 3 3 6 5 7
Vardas95514 Pavarde95514 8 10 3 10 6 9
Vardas95515 Pavarde95515 5 8 4 6 3 4
Vardas95516 Pavarde95516 9 9 1 10 3 2
Vardas95517 Pavarde95517 5 5 5 4 2 10
Vardas95518 Pavarde95518 1 10 5 8 1 3
Vardas95519 Pavarde95519 9 2 9 2 5 3
Vardas95520 Pavarde95520 3 1 1 3 5 7
Vardas95521 Pavarde95521 9 10 10 3 5 9
Vardas95522 Pavarde95522 7 7 6 6 8 3
Vardas95523 Pavarde95523 5 8 10 3 1 2
Vardas95524 Pavarde95524 4 7 10 1 8 4
Vardas95525 Pavarde95525 1 1 4 10 8 5
Vardas95526 Pavarde95526 5 1 10 10 6 6
Vardas95527 Pavarde95527 8 8 1 9 9 3
Vardas95528 Pavarde95528 8 10 6 4 6 7
Vardas95529 Pavarde95529 3 6 4 6 3 9
Vardas95530 Pavarde95530 5 8 2 2 8 4
Vardas95531 Pavarde95531 3 2 8 1 4 7
Vardas95532 Pavarde95532 4 7 7 6 6 5
Vardas95533 Pavarde95533 3 4 8 4 1 8
Vardas95534 Pavarde95534 8 6 10 7 9 2
Vardas95535 Pavarde95535 2 3 1 3 10 5
Vardas95536 Pavarde95536 10 4 8 4 6 7
Vardas95537 Pavarde95537 2 2 5 10 1 2
Vardas95538 Pavarde95538 10 6 7 5 1 8
Vardas95539 Pavarde95539 5 3 6 5 8 2
Vardas95540 Pavarde95540 3 4 5 9 1 9
Vardas95541 Pavarde95541 4 3 8 10 7 9
Vardas95542 Pavarde95542 4 5 2 10 8 7
Vardas95543 Pavarde95543 5 6 2 8 1 8
Vardas95544 Pavarde95544 1 3 9 9 9 5
Vardas95545 Pavarde95545 5 4 3 2 10 10
Vardas95546 Pavarde95546 8 5 5 4 5 10
Vardas95547 Pavarde95547 7 8 9 5 4 3
Vardas95548 Pavarde95548 1 5 7 8 4 2
Vardas95549 Pavarde95549 2 9 1 4 1 2
Vardas95550 Pavarde95550 1 10 9 3 4 4
Vardas95551 Pavarde95551 4 8 5 3 7 1
Vardas95552 Pavarde95552 10 6 6 9 5 1
Vardas95553 Pavarde95553 7 8 5 8 6 3
Vardas95554 Pavarde95554 4 5 8 3 8 3
Vardas95555 Pavarde95555 8 2 2 1 4 2
Vardas95556 Pavarde95556 9 1 2 10 8 3
Vardas95557 Pavarde95557 5 3 10 6 7 8
Vardas95558 Pavarde95558 9 7 7 10 5 2
Vardas95559 Pavarde95559 2 3 6 5 5 5
Vardas95560 Pavarde95560 10 9 8 8 9 6
Vardas95561 Pavarde95561 8 7 8 3 7 2
Vardas95562 Pavarde95562 1 5 8 4 7 10
Vardas95563 Pavarde95563 4 9 5 7 7 9
Vardas95564 Pavarde95564 1 5 2 7 7 2
Vardas95565 Pavarde95565 5 2 2 7 1 5
Vardas95566 Pavarde95566 9 2 5 3 3 7
Vardas95567 Pavarde95567 5 9 7 6 6 9
Vardas95568 Pavarde95568 10 9 9 3 6 9
Vardas95569 Pavarde95569 5 7 2 5 3 9
Vardas95570 Pavarde95570 5 9 8 2 10 3
Vardas95571 Pavarde95571 2 10 2 4 8 2
Vardas95572 Pavarde95572 5 8 2 8 5 5
Vardas95573 Pavarde95573 4 1 1 6 9 1
Vardas95574 Pavarde95574 10 6 9 10 6 9
Vardas95575 Pavarde95575 9 8 9 3 9 3
Vardas95576 Pavarde95576 1 6 6 2 7 10
Vardas95577 Pavarde95577 5 2 10 8 4 8
Vardas95578 Pavarde95578 6 9 8 2 2 4
Vardas95579 Pavarde95579 4 6 6 10 6 2
Vardas95580 Pavarde95580 5 10 9 7 1 10
Vardas95581 Pavarde95581 10 10 3 2 2 4
Vardas95582 Pavarde95582 4 3 8 3 9 6
Vardas95583 Pavarde95583 7 5 10 2 3 7
Vardas95584 Pavarde95584 7 3 10 9 1 6
Vardas95585 Pavarde95585 6 9 4 7 3 1
Vardas95586 Pavarde95586 4 5 8 10 9 5
Vardas95587 Pavarde95587 7 3 6 9 4 9
Vardas95588 Pavarde95588 1 8 8 1 10 9
Vardas95589 Pavarde95589 2 8 7 2 2 6
Vardas95590 Pavarde95590 2 7 2 3 4 5
Vardas95591 Pavarde95591 9 5 2 7 3 1
Vardas95592 Pavarde95592 7 5 8 4 1 3
Vardas95593 Pavarde95593 3 2 6 8 4 4
Vardas95594 Pavarde95594 1 7 2 5 2 8
Vardas95595 Pavarde95595 9 2 4 8 8 5
Vardas95596 Pavarde95596 5 2 10 7 9 5
Vardas95597 Pavarde95597 6 7 1 2 1 9
Vardas95598 Pavarde95598 2 4 5 9 7 10
Vardas95599 Pavarde95599 9 1 4 1 4 10
Vardas95600 Pavarde95600 1 2 2 4 1 2
Vardas95601 Pavarde95601 3 5 9 1 7 5
Vardas95602 Pavarde95602 6 8 5 1 8 10
Vardas95603 Pavarde95603 3 3 10 5 8 9
Vardas95604 Pavarde95604 10 6 5 7 5 4
Vardas95605 Pavarde95605 4 10 6 5 2 9
Vardas95606 Pavarde95606 8 5 6 8 3 1
Vardas95607 Pavarde95607 1 5 8 8 4 9
Vardas95608 Pavarde95608 8 10 3 2 6 9
Vardas95609 Pavarde95609 7 3 7 1 8 7
Vardas95610 Pavarde95610 7 3 6 8 8 3
Vardas95611 Pavarde95611 6 2 4 10 2 3
Vardas95612 Pavarde95612 8 7 9 7 9 2
Vardas95613 Pavarde95613 2 8 3 8 1 6
Vardas95614 Pavarde95614 9 6 5 6 4 4
Vardas95615 Pavarde95615 7 6 7 7 3 2
Vardas95616 Pavarde95616 10 3 4 1 2 2
Vardas95617 Pavarde95617 4 8 9 6 3 5
Vardas95618 Pavarde95618 7 10 9 3 10 5
Vardas95619 Pavarde95619 7 9 4 7 6 2
Vardas95620 Pavarde95620 4 10 3 8 9 7
Vardas95621 Pavarde95621 3 3 10 6 5 9
Vardas95622 Pavarde95622 6 3 3 3 3 2
Vardas95623 Pavarde95623 1 7 8 3 7 2
Vardas95624 Pavarde95624 1 8 5 9 3 1
Vardas95625 Pavarde95625 10 9 7 1 10 9
Vardas95626 Pavarde95626 8 5 9 3 4 8
Vardas95627 Pavarde95627 2 7 2 2 5 3
Vardas95628 Pavarde95628 5 7 1 10 8 10
Vardas95629 Pavarde95629 1 4 3 9 4 9
Vardas95630 Pavarde95630 1 6 1 5 6 6
Vardas95631 Pavarde95631 4 3 7 10 5 3
Vardas95632 Pavarde95632 3 7 3 6 7 3
Vardas95633 Pavarde95633 4 6 3 4 10 5
Vardas95634 Pavarde95634 4 7 4 6 2 8
Vardas95635 Pavarde95635 6 1 5 2 5 2
Vardas95636 Pavarde95636 6 10 7 2 3 1
Vardas95637 Pavarde95637 5 6 6 6 10 3
Vardas95638 Pavarde95638 2 5 2 4 10 10
Vardas95639 Pavarde95639 5 3 9 3 8 9
Vardas95640 Pavarde95640 8 8 3 9 3 2
Vardas95641 Pavarde95641 10 4 7 8 2 1
Vardas95642 Pavarde95642 2 9 4 1 5 4
Vardas95643 Pavarde95643 4 6 9 10 10 1
Vardas95644 Pavarde95644 10 7 3 5 1 9
Vardas95645 Pavarde95645 10 4 6 2 10 7
Vardas95646 Pavarde95646 2 10 8 5 1 4
Vardas95647 Pavarde95647 2 1 5 8 6 6
Vardas95648 Pavarde95648 8 10 6 3 7 10
Vardas95649 Pavarde95649 7 5 9 9 9 2
Vardas95650 Pavarde95650 8 8 1 1 1 8
Vardas95651 Pavarde95651 4 10 7 2 9 3
Vardas95652 Pavarde95652 7 6 3 2 2 3
Vardas95653 Pavarde95653 3 10 3 1 3 10
Vardas95654 Pavarde95654 10 8 3 6 2 5
Vardas95655 Pavarde95655 3 7 7 5 3 9
Vardas95656 Pavarde95656 7 8 4 8 3 8
Vardas95657 Pavarde95657 1 4 6 4 3 4
Vardas95658 Pavarde95658 2 5 9 9 10 10
Vardas95659 Pavarde95659 4 7 2 5 2 3
Vardas95660 Pavarde95660 2 2 4 6 7 3
Vardas95661 Pavarde95661 4 5 9 3 3 8
Vardas95662 Pavarde95662 3 8 4 1 1 2
Vardas95663 Pavarde95663 1 9 2 9 3 9
Vardas95664 Pavarde95664 4 5 7 10 3 5
Vardas95665 Pavarde95665 9 3 1 10 8 6
Vardas95666 Pavarde95666 6 6 9 1 6 9
Vardas95667 Pavarde95667 10 10 5 9 4 3
Vardas95668 Pavarde95668 9 3 5 6 9 10
Vardas95669 Pavarde95669 8 6 10 2 8 9
Vardas95670 Pavarde95670 8 10 2 3 10 6
Vardas95671 Pavarde95671 10 4 2 6 5 7
Vardas95672 Pavarde95672 6 8 2 8 7 9
Vardas95673 Pavarde95673 7 5 8 1 8 4
Vardas95674 Pavarde95674 4 1 9 3 8 8
Vardas95675 Pavarde95675 2 2 8 6 10 7
Vardas95676 Pavarde95676 7 10 8 10 1 9
Vardas95677 Pavarde95677 10 9 3 9 6 3
Vardas95678 Pavarde95678 2 10 8 5 4 9
Vardas95679 Pavarde95679 10 7 10 3 9 4
Vardas95680 Pavarde95680 9 8 6 9 9 1
Vardas95681 Pavarde95681 10 3 10 6 8 5
Vardas95682 Pavarde95682 9 1 3 6 5 1
Vardas95683 Pavarde95683 8 10 4 1 8 3
Vardas95684 Pavarde95684 5 10 4 5 6 8
Vardas95685 Pavarde95685 4 1 2 2 7 10
Vardas95686 Pavarde95686 1 3 3 7 2 8
Vardas95687 Pavarde95687 5 9 2 10 3 8
Vardas95688 Pavarde95688 8 3 10 5 1 10
Vardas95689 Pavarde95689 9 9 10 7 3 5
Vardas95690 Pavarde95690 1 9 2 5 6 10
Vardas95691 Pavarde95691 9 6 4 8 1 9
Vardas95692 Pavarde95692 9 1 4 2 8 10
Vardas95693 Pavarde95693 2 3 4 5 1 10
Vardas95694 Pavarde95694 10 3 4 6 3 10
Vardas95695 Pavarde95695 8 2 7 6 7 8
Vardas95696 Pavarde95696 5 10 6 4 6 2
Vardas95697 Pavarde95697 6 10 7 8 7 6
Vardas95698 Pavarde95698 1 8 6 8 3 2
Vardas95699 Pavarde95699 1 9 10 3 6 5
Vardas95700 Pavarde95700 9 4 9 5 9 2
Vardas95701 Pavarde95701 2 9 2 4 2 8
Vardas95702 Pavarde95702 5 1 6 9 10 5
Vardas95703 Pavarde95703 1 9 1 9 4 9
Vardas95704 Pavarde95704 9 6 6 3 10 7
Vardas95705 Pavarde95705 4 3 5 5 10 9
Vardas95706 Pavarde95706 4 6 10 3 3 9
Vardas95707 Pavarde95707 2 6 6 5 6 9
Vardas95708 Pavarde95708 2 6 8 9 8 5
Vardas95709 Pavarde95709 5 7 9 2 1 6
Vardas95710 Pavarde95710 1 5 2 7 9 6
Vardas95711 Pavarde95711 4 10 7 3 8 8
Vardas95712 Pavarde95712 9 3 7 5 6 6
Vardas95713 Pavarde95713 10 5 9 3 6 1
Vardas95714 Pavarde95714 6 10 6 7 5 8
Vardas95715 Pavarde95715 1 3 6 9 7 3
Vardas95716 Pavarde95716 9 2 7 6 10 3
Vardas95717 Pavarde95717 5 8 9 3 5 2
Vardas95718 Pavarde95718 7 1 4 1 10 9
Vardas95719 Pavarde95719 7 1 1 5 2 3
Vardas95720 Pavarde95720 8 4 6 6 2 8
Vardas95721 Pavarde95721 4 10 6 6 7 6
Vardas95722 Pavarde95722 8 1 2 10 6 2
Vardas95723 Pavarde95723 3 5 3 2 3 9
Vardas95724 Pavarde95724 10 4 1 3 10 8
Vardas95725 Pavarde95725 3 10 2 4 8 9
Vardas95726 Pavarde95726 10 3 3 2 2 5
Vardas95727 Pavarde95727 3 10 6 3 7 7
Vardas95728 Pavarde95728 8 5 2 5 3 8
Vardas95729 Pavarde95729 1 2 7 7 6 2
Vardas95730 Pavarde95730 3 5 10 10 9 7
Vardas95731 Pavarde95731 1 1 7 6 6 9
Vardas95732 Pavarde95732 2 3 10 8 1 4
Vardas95733 Pavarde95733 5 8 4 4 6 4
Vardas95734 Pavarde95734 1 4 5 4 1 6
Vardas95735 Pavarde95735 7 5 1 9 3 6
Vardas95736 Pavarde95736 3 9 9 9 1 8
Vardas95737 Pavarde95737 6 7 10 6 6 5
Vardas95738 Pavarde95738 9 10 10 1 4 10
Vardas95739 Pavarde95739 8 1 4 7 8 8
Vardas95740 Pavarde95740 3 6 3 7 4 6
Vardas95741 Pavarde95741 10 7 6 6 3 1
Vardas95742 Pavarde95742 7 2 5 10 3 5
Vardas95743 Pavarde95743 4 2 10 8 2 2
Vardas95744 Pavarde95744 7 1 1 5 3 4
Vardas95745 Pavarde95745 4 7 8 6 6 5
Vardas95746 Pavarde95746 7 7 6 8 8 1
Vardas95747 Pavarde95747 8 9 4 6 1 7
Vardas95748 Pavarde95748 8 8 7 7 2 6
Vardas95749 Pavarde95749 4 3 6 1 4 2
Vardas95750 Pavarde95750 2 2 7 7 3 7
Vardas95751 Pavarde95751 4 6 8 5 2 7
Vardas95752 Pavarde95752 2 8 10 8 9 6
Vardas95753 Pavarde95753 5 10 6 3 2 8
Vardas95754 Pavarde95754 2 5 9 7 10 9
Vardas95755 Pavarde95755 3 3 2 1 1 9
Vardas95756 Pavarde95756 2 1 6 7 1 2
Vardas95757 Pavarde95757 1 10 4 10 9 9
Vardas95758 Pavarde95758 4 1 6 8 4 9
Vardas95759 Pavarde95759 5 7 5 5 8 9
Vardas95760 Pavarde95760 5 2 1 8 6 10
Vardas95761 Pavarde95761 8 4 8 3 8 4
Vardas95762 Pavarde95762 2 2 1 6 3 10
Vardas95763 Pavarde95763 6 6 10 5 4 4
Vardas95764 Pavarde95764 10 6 7 10 7 3
Vardas95765 Pavarde95765 3 8 5 4 1 6
Vardas95766 Pavarde95766 10 3 2 8 8 10
Vardas95767 Pavarde95767 4 3 3 4 3 9
Vardas95768 Pavarde95768 7 1 4 8 3 9
Vardas95769 Pavarde95769 5 6 9 5 7 8
Vardas95770 Pavarde95770 7 1 6 3 2 4
Vardas95771 Pavarde95771 7 3 2 8 5 4
Vardas95772 Pavarde95772 10 1 6 5 2 7
Vardas95773 Pavarde95773 10 3 2 2 8 10
Vardas95774 Pavarde95774 8 5 6 10 10 5
Vardas95775 Pavarde95775 5 9 4 10 3 6
Vardas95776 Pavarde95776 9 6 9 9 2 2
Vardas95777 Pavarde95777 2 3 3 3 5 2
Vardas95778 Pavarde95778 8 5 8 2 3 3
Vardas95779 Pavarde95779 3 2 6 2 10 9
Vardas95780 Pavarde95780 4 8 9 5 8 7
Vardas95781 Pavarde95781 1 1 6 1 2 3
Vardas95782 Pavarde95782 7 3 7 1 9 9
Vardas95783 Pavarde95783 6 6 8 6 1 4
Vardas95784 Pavarde95784 8 6 1 5 3 9
Vardas95785 Pavarde95785 4 2 1 4 4 1
Vardas95786 Pavarde95786 10 10 4 7 2 2
Vardas95787 Pavarde95787 3 10 4 6 1 6
Vardas95788 Pavarde95788 10 10 6 2 9 4
Vardas95789 Pavarde95789 4 7 9 3 2 1
Vardas95790 Pavarde95790 7 3 2 4 5 10
Vardas95791 Pavarde95791 8 2 2 9 4 6
Vardas95792 Pavarde95792 9 10 8 4 10 8
Vardas95793 Pavarde95793 3 8 2 8 6 1
Vardas95794 Pavarde95794 8 2 6 9 5 3
Vardas95795 Pavarde95795 5 2 1 1 8 1
Vardas95796 Pavarde95796 10 8 10 6 1 8
Vardas95797 Pavarde95797 10 6 2 8 1 2
Vardas95798 Pavarde95798 8 6 4 5 9 5
Vardas95799 Pavarde95799 2 4 9 8 4 10
Vardas95800 Pavarde95800 3 7 6 10 5 9
Vardas95801 Pavarde95801 4 1 6 8 9 9
Vardas95802 Pavarde95802 3 2 8 8 10 3
Vardas95803 Pavarde95803 10 10 7 9 1 5
Vardas95804 Pavarde95804 10 6 4 8 2 8
Vardas95805 Pavarde95805 10 9 9 4 9 7
Vardas95806 Pavarde95806 2 8 5 5 1 5
Vardas95807 Pavarde95807 9 8 10 1 9 2
Vardas95808 Pavarde95808 3 5 5 7 8 5
Vardas95809 Pavarde95809 8 8 2 2 10 10
Vardas95810 Pavarde95810 2 6 3 9 7 1
Vardas95811 Pavarde95811 6 7 10 8 10 10
Vardas95812 Pavarde95812 8 1 10 8 8 5
Vardas95813 Pavarde95813 5 7 8 1 2 7
Vardas95814 Pavarde95814 1 5 8 1 2 6
Vardas95815 Pavarde95815 7 9 10 3 1 6
Vardas95816 Pavarde95816 3 4 4 8 1 5
Vardas95817 Pavarde95817 10 3 9 3 4 1
Vardas95818 Pavarde95818 2 4 3 10 2 5
Vardas95819 Pavarde95819 8 10 10 7 8 6
Vardas95820 Pavarde95820 6 6 4 7 6 5
Vardas95821 Pavarde95821 5 1 3 2 7 5
Vardas95822 Pavarde95822 1 2 6 1 2 7
Vardas95823 Pavarde95823 9 6 7 8 4 9
Vardas95824 Pavarde95824 4 3 8 5 2 10
Vardas95825 Pavarde95825 1 7 10 8 10 1
Vardas95826 Pavarde95826 9 3 4 5 1 7
Vardas95827 Pavarde95827 9 5 3 7 5 6
Vardas95828 Pavarde95828 8 4 8 2 8 7
Vardas95829 Pavarde95829 9 9 6 8 5 2
Vardas95830 Pavarde95830 10 8 1 2 10 3
Vardas95831 Pavarde95831 1 3 4 1 10 4
Vardas95832 Pavarde95832 6 2 10 8 2 6
Vardas95833 Pavarde95833 1 9 10 7 7 10
Vardas95834 Pavarde95834 10 1 2 10 5 1
Vardas95835 Pavarde95835 4 10 2 5 5 10
Vardas95836 Pavarde95836 6 10 4 10 5 9
Vardas95837 Pavarde95837 9 7 8 3 5 1
Vardas95838 Pavarde95838 10 9 5 3 1 8
Vardas95839 Pavarde95839 8 4 10 9 1 6
Vardas95840 Pavarde95840 10 5 9 8 3 1
Vardas95841 Pavarde95841 1 5 3 3 9 5
Vardas95842 Pavarde95842 9 1 1 8 7 3
Vardas95843 Pavarde95843 5 7 8 3 10 6
Vardas95844 Pavarde95844 5 9 10 3 7 1
Vardas95845 Pavarde95845 1 9 9 3 6 4
Vardas95846 Pavarde95846 5 3 6 9 8 9
Vardas95847 Pavarde95847 1 3 1 4 9 4
Vardas95848 Pavarde95848 7 4 10 8 1 7
Vardas95849 Pavarde95849 7 10 10 10 5 5
Vardas95850 Pavarde95850 1 10 9 3 10 9
Vardas95851 Pavarde95851 3 2 7 10 1 5
Vardas95852 Pavarde95852 10 4 4 9 7 7
Vardas95853 Pavarde95853 9 5 1 4 6 5
Vardas95854 Pavarde95854 7 3 1 9 4 10
Vardas95855 Pavarde95855 5 2 5 8 8 2
Vardas95856 Pavarde95856 5 6 1 3 7 5
Vardas95857 Pavarde95857 8 4 4 6 4 10
Vardas95858 Pavarde95858 4 1 5 2 6 4
Vardas95859 Pavarde95859 8 10 10 3 5 8
Vardas95860 Pavarde95860 9 3 8 9 7 9
Vardas95861 Pavarde95861 6 3 8 3 7 3
Vardas95862 Pavarde95862 8 4 5 6 4 3
Vardas95863 Pavarde95863 7 2 6 3 2 4
Vardas95864 Pavarde95864 5 2 3 3 6 3
Vardas95865 Pavarde95865 1 1 2 7 10 9
Vardas95866 Pavarde95866 9 3 3 10 9 3
Vardas95867 Pavarde95867 5 7 7 4 10 4
Vardas95868 Pavarde95868 5 10 3 7 4 1
Vardas95869 Pavarde95869 3 2 5 3 3 3
Vardas95870 Pavarde95870 3 4 4 4 4 2
Vardas95871 Pavarde95871 10 9 8 1 5 9
Vardas95872 Pavarde95872 5 2 7 10 8 7
Vardas95873 Pavarde95873 1 3 7 5 7 3
Vardas95874 Pavarde95874 6 10 2 3 9 9
Vardas95875 Pavarde95875 6 8 9 10 4 9
Vardas95876 Pavarde95876 7 3 8 4 9 7
Vardas95877 Pavarde95877 10 7 7 7 10 8
Vardas95878 Pavarde95878 1 8 6 3 1 1
Vardas95879 Pavarde95879 9 9 7 8 7 1
Vardas95880 Pavarde95880 4 2 5 3 10 2
Vardas95881 Pavarde95881 3 5 6 7 5 8
Vardas95882 Pavarde95882 1 4 4 4 5 9
Vardas95883 Pavarde95883 10 4 9 5 6 3
Vardas95884 Pavarde95884 8 3 3 6 5 9
Vardas95885 Pavarde95885 8 10 5 2 9 10
Vardas95886 Pavarde95886 5 5 10 9 8 4
Vardas95887 Pavarde95887 8 6 10 6 9 8
Vardas95888 Pavarde95888 1 2 3 10 2 9
Vardas95889 Pavarde95889 2 5 5 8 6 10
Vardas95890 Pavarde95890 2 10 10 5 8 9
Vardas95891 Pavarde95891 4 1 9 8 10 6
Vardas95892 Pavarde95892 1 4 5 1 3 9
Vardas95893 Pavarde95893 2 8 1 10 9 8
Vardas95894 Pavarde95894 5 7 7 2 1 4
Vardas95895 Pavarde95895 1 8 1 6 1 9
Vardas95896 Pavarde95896 9 2 6 10 4 8
Vardas95897 Pavarde95897 8 9 7 3 10 1
Vardas95898 Pavarde95898 10 2 8 10 6 10
Vardas95899 Pavarde95899 4 3 5 9 4 4
Vardas95900 Pavarde95900 1 10 10 4 1 2
Vardas95901 Pavarde95901 10 2 3 6 1 10
Vardas95902 Pavarde95902 1 7 8 5 1 8
Vardas95903 Pavarde95903 9 4 1 8 9 10
Vardas95904 Pavarde95904 9 6 5 10 6 8
Vardas95905 Pavarde95905 2 7 3 1 8 2
Vardas95906 Pavarde95906 9 9 3 2 7 9
Vardas95907 Pavarde95907 2 7 3 8 5 10
Vardas95908 Pavarde95908 2 5 2 4 5 5
Vardas95909 Pavarde95909 3 10 5 4 2 2
Vardas95910 Pavarde95910 8 8 5 1 5 3
Vardas95911 Pavarde95911 3 2 2 7 3 5
Vardas95912 Pavarde95912 1 5 1 8 3 7
Vardas95913 Pavarde95913 5 1 10 3 9 9
Vardas95914 Pavarde95914 10 6 2 5 6 6
Vardas95915 Pavarde95915 3 3 6 8 5 4
Vardas95916 Pavarde95916 8 1 8 10 1 4
Vardas95917 Pavarde95917 6 1 5 10 8 2
Vardas95918 Pavarde95918 2 7 8 9 3 7
Vardas95919 Pavarde95919 4 3 6 7 10 7
Vardas95920 Pavarde95920 10 4 7 10 10 6
Vardas95921 Pavarde95921 7 3 7 10 5 3
Vardas95922 Pavarde95922 2 4 1 5 2 8
Vardas95923 Pavarde95923 1 3 8 5 8 8
Vardas95924 Pavarde95924 9 8 6 10 8 4
Vardas95925 Pavarde95925 6 9 10 1 8 1
Vardas95926 Pavarde95926 4 3 5 6 4 8
Vardas95927 Pavarde95927 8 4 10 3 4 1
Vardas95928 Pavarde95928 10 9 3 8 1 7
Vardas95929 Pavarde95929 4 1 1 8 10 5
Vardas95930 Pavarde95930 10 2 9 2 6 9
Vardas95931 Pavarde95931 6 3 3 8 7 10
Vardas95932 Pavarde95932 6 4 7 5 5 9
Vardas95933 Pavarde95933 6 5 2 2 3 10
Vardas95934 Pavarde95934 4 7 10 8 5 7
Vardas95935 Pavarde95935 3 5 7 8 9 4
Vardas95936 Pavarde95936 9 5 10 3 6 9
Vardas95937 Pavarde95937 7 4 9 6 2 8
Vardas95938 Pavarde95938 3 7 8 9 8 7
Vardas95939 Pavarde95939 5 3 7 10 1 2
Vardas95940 Pavarde95940 1 6 2 10 5 2
Vardas95941 Pavarde95941 3 8 3 9 9 2
Vardas95942 Pavarde95942 3 7 5 7 1 5
Vardas95943 Pavarde95943 5 6 1 8 8 2
Vardas95944 Pavarde95944 4 8 5 1 1 1
Vardas95945 Pavarde95945 2 1 8 8 5 2
Vardas95946 Pavarde95946 6 5 2 10 8 10
Vardas95947 Pavarde95947 4 2 4 6 10 10
Vardas95948 Pavarde95948 10 4 5 4 9 5
Vardas95949 Pavarde95949 8 4 7 7 7 2
Vardas95950 Pavarde95950 9 6 7 2 6 5
Vardas95951 Pavarde95951 3 5 6 9 9 10
Vardas95952 Pavarde95952 2 7 3 10 7 5
Vardas95953 Pavarde95953 6 2 2 1 6 8
Vardas95954 Pavarde95954 2 7 3 5 3 7
Vardas95955 Pavarde95955 5 10 6 8 7 6
Vardas95956 Pavarde95956 5 1 8 7 10 2
Vardas95957 Pavarde95957 8 8 7 8 4 10
Vardas95958 Pavarde95958 1 7 4 1 10 2
Vardas95959 Pavarde95959 4 7 10 3 2 7
Vardas95960 Pavarde95960 4 1 9 8 1 9
Vardas95961 Pavarde95961 10 5 6 8 5 1
Vardas95962 Pavarde95962 3 6 7 4 3 6
Vardas95963 Pavarde95963 6 8 7 9 5 2
Vardas95964 Pavarde95964 1 9 9 4 5 2
Vardas95965 Pavarde95965 3 2 3 6 1 3
Vardas95966 Pavarde95966 9 8 4 4 10 6
Vardas95967 Pavarde95967 9 2 1 9 7 7
Vardas95968 Pavarde95968 9 5 6 7 6 8
Vardas95969 Pavarde95969 9 4 1 9 9 3
Vardas95970 Pavarde95970 9 4 6 8 1 6
Vardas95971 Pavarde95971 7 3 7 10 7 10
Vardas95972 Pavarde95972 2 9 6 8 8 4
Vardas95973 Pavarde95973 5 6 10 1 8 5
Vardas95974 Pavarde95974 9 10 3 2 10 10
Vardas95975 Pavarde95975 8 8 1 5 9 6
Vardas95976 Pavarde95976 2 1 10 3 2 3
Vardas95977 Pavarde95977 1 10 10 8 3 4
Vardas95978 Pavarde95978 10 9 1 5 7 9
Vardas95979 Pavarde95979 4 9 1 3 7 8
Vardas95980 Pavarde95980 4 10 8 4 7 8
Vardas95981 Pavarde95981 1 2 9 9 9 8
Vardas95982 Pavarde95982 8 4 7 10 4 3
Vardas95983 Pavarde95983 4 9 1 4 5 4
Vardas95984 Pavarde95984 8 7 2 7 6 3
Vardas95985 Pavarde95985 8 8 6 6 2 1
Vardas95986 Pavarde95986 6 3 5 10 6 8
Vardas95987 Pavarde95987 7 1 9 3 6 2
Vardas95988 Pavarde95988 7 8 1 4 2 4
Vardas95989 Pavarde95989 2 1 7 9 8 4
Vardas95990 Pavarde95990 7 10 3 4 9 4
Vardas95991 Pavarde95991 1 9 2 8 2 4
Vardas95992 Pavarde95992 1 6 7 4 6 6
Vardas95993 Pavarde95993 10 2 3 1 1 2
Vardas95994 Pavarde95994 4 2 5 8 2 6
Vardas95995 Pavarde95995 5 8 1 7 8 2
Vardas95996 Pavarde95996 3 2 3 3 10 6
Vardas95997 Pavarde95997 5 3 6 6 10 1
Vardas95998 Pavarde95998 7 5 10 8 2 8
Vardas95999 Pavarde95999 1 4 3 5 1 1
Vardas96000 Pavarde96000 3 3 6 5 8 10
Vardas96001 Pavarde96001 2 1 5 4 6 5
Vardas96002 Pavarde96002 7 8 4 3 10 6
Vardas96003 Pavarde96003 4 7 4 2 3 9
Vardas96004 Pavarde96004 4 9 6 5 6 2
Vardas96005 Pavarde96005 5 10 4 10 2 3
Vardas96006 Pavarde96006 9 2 2 3 9 9
Vardas96007 Pavarde96007 7 7 5 6 8 9
Vardas96008 Pavarde96008 4 6 7 4 7 6
Vardas96009 Pavarde96009 7 3 5 1 1 9
Vardas96010 Pavarde96010 7 10 5 3 9 7
Vardas96011 Pavarde96011 3 7 2 6 1 4
Vardas96012 Pavarde96012 5 4 9 1 2 9
Vardas96013 Pavarde96013 4 7 4 3 6 5
Vardas96014 Pavarde96014 6 8 9 8 7 9
Vardas96015 Pavarde96015 1 1 8 4 3 2
Vardas96016 Pavarde96016 10 3 4 10 7 2
Vardas96017 Pavarde96017 7 3 2 4 4 3
Vardas96018 Pavarde96018 8 9 6 1 3 2
Vardas96019 Pavarde96019 4 1 10 9 10 3
Vardas96020 Pavarde96020 1 10 7 10 10 2
