Vardas     Pavarde    ND1  ND2  ND3  ND4  ND5  Egzaminas
Vardas8679 Pavarde8679 9 6 6 8 10 1
Vardas8680 Pavarde8680 1 9 9 2 6 7
Vardas8681 Pavarde8681 10 9 1 2 8 4
Vardas8682 Pavarde8682 4 4 5 5 4 4
Vardas8683 Pavarde8683 3 1 10 3 8 2
Vardas8684 Pavarde8684 4 8 7 7 7 6
Vardas8685 Pavarde8685 5 4 10 6 9 10
Vardas8686 Pavarde8686 2 3 7 9 10 6
Vardas8687 Pavarde8687 9 8 8 10 4 8
Vardas8688 Pavarde8688 1 10 7 3 5 9
Vardas8689 Pavarde8689 8 10 2 7 7 3
Vardas8690 Pavarde8690 6 4 2 5 4 4
Vardas8691 Pavarde8691 10 2 3 3 6 9
Vardas8692 Pavarde8692 9 3 7 5 8 7
Vardas8693 Pavarde8693 1 6 1 2 8 3
Vardas8694 Pavarde8694 1 6 3 2 3 1
Vardas8695 Pavarde8695 2 8 10 9 7 8
Vardas8696 Pavarde8696 3 9 3 10 4 7
Vardas8697 Pavarde8697 5 1 8 5 8 8
Vardas8698 Pavarde8698 5 1 1 6 5 4
Vardas8699 Pavarde8699 9 8 9 3 8 6
Vardas8700 Pavarde8700 3 2 2 4 10 4
Vardas8701 Pavarde8701 7 8 10 5 4 8
Vardas8702 Pavarde8702 3 5 5 3 2 10
Vardas8703 Pavarde8703 8 9 7 8 1 2
Vardas8704 Pavarde8704 4 3 6 4 10 2
Vardas8705 Pavarde8705 5 5 1 3 8 10
Vardas8706 Pavarde8706 7 10 9 5 4 6
Vardas8707 Pavarde8707 9 6 3 3 3 9
Vardas8708 Pavarde8708 3 1 2 7 2 7
Vardas8709 Pavarde8709 8 2 5 1 10 1
Vardas8710 Pavarde8710 6 3 5 2 4 5
Vardas8711 Pavarde8711 8 9 3 4 4 8
Vardas8712 Pavarde8712 10 4 1 10 4 8
Vardas8713 Pavarde8713 4 2 8 5 8 9
Vardas8714 Pavarde8714 6 3 4 2 9 1
Vardas8715 Pavarde8715 6 2 1 3 5 8
Vardas8716 Pavarde8716 5 8 4 8 1 4
Vardas8717 Pavarde8717 3 10 2 3 1 9
Vardas8718 Pavarde8718 8 7 3 9 9 4
Vardas8719 Pavarde8719 6 4 7 7 2 8
Vardas8720 Pavarde8720 8 10 10 5 6 5
Vardas8721 Pavarde8721 9 8 3 10 3 9
Vardas8722 Pavarde8722 3 1 3 6 9 10
Vardas8723 Pavarde8723 7 8 5 4 9 6
Vardas8724 Pavarde8724 2 10 5 7 10 6
Vardas8725 Pavarde8725 6 10 10 8 6 8
Vardas8726 Pavarde8726 10 5 7 8 5 4
Vardas8727 Pavarde8727 10 6 10 6 10 3
Vardas8728 Pavarde8728 3 1 8 2 3 3
Vardas8729 Pavarde8729 9 9 6 9 7 6
Vardas8730 Pavarde8730 5 2 1 9 3 9
Vardas8731 Pavarde8731 9 9 6 1 7 1
Vardas8732 Pavarde8732 3 3 1 5 1 3
Vardas8733 Pavarde8733 9 5 3 7 8 6
Vardas8734 Pavarde8734 5 3 1 8 7 8
Vardas8735 Pavarde8735 10 2 9 8 9 9
Vardas8736 Pavarde8736 8 4 10 9 8 10
Vardas8737 Pavarde8737 3 3 7 7 8 10
Vardas8738 Pavarde8738 4 2 10 6 10 3
Vardas8739 Pavarde8739 10 10 10 10 8 6
Vardas8740 Pavarde8740 3 5 6 6 4 4
Vardas8741 Pavarde8741 9 5 9 1 2 3
Vardas8742 Pavarde8742 3 3 7 8 5 6
Vardas8743 Pavarde8743 1 3 4 7 9 6
Vardas8744 Pavarde8744 8 9 3 5 7 5
Vardas8745 Pavarde8745 2 10 4 4 2 10
Vardas8746 Pavarde8746 5 5 8 8 10 1
Vardas8747 Pavarde8747 5 8 4 1 10 3
Vardas8748 Pavarde8748 5 3 6 10 8 3
Vardas8749 Pavarde8749 6 4 1 4 1 1
Vardas8750 Pavarde8750 7 4 7 7 7 7
Vardas8751 Pavarde8751 1 5 6 2 1 10
Vardas8752 Pavarde8752 3 1 10 1 3 6
Vardas8753 Pavarde8753 8 7 7 6 3 1
Vardas8754 Pavarde8754 10 5 1 1 2 6
Vardas8755 Pavarde8755 5 9 8 4 6 4
Vardas8756 Pavarde8756 5 1 5 2 6 5
Vardas8757 Pavarde8757 4 5 9 8 6 10
Vardas8758 Pavarde8758 6 6 8 8 4 5
Vardas8759 Pavarde8759 2 7 6 8 5 5
Vardas8760 Pavarde8760 10 3 8 8 7 10
Vardas8761 Pavarde8761 9 3 9 8 1 3
Vardas8762 Pavarde8762 6 5 7 6 2 9
Vardas8763 Pavarde8763 5 8 10 4 5 2
Vardas8764 Pavarde8764 4 9 6 8 9 9
Vardas8765 Pavarde8765 1 3 2 4 10 2
Vardas8766 Pavarde8766 4 2 1 6 6 10
Vardas8767 Pavarde8767 1 4 10 5 10 7
Vardas8768 Pavarde8768 10 5 1 3 4 2
Vardas8769 Pavarde8769 6 6 8 2 3 4
Vardas8770 Pavarde8770 5 10 5 8 10 10
Vardas8771 Pavarde8771 3 2 8 4 6 5
Vardas8772 Pavarde8772 6 7 3 1 5 3
Vardas8773 Pavarde8773 2 8 7 10 8 1
Vardas8774 Pavarde8774 3 7 8 1 7 10
Vardas8775 Pavarde8775 6 4 6 9 10 8
Vardas8776 Pavarde8776 6 2 5 7 6 2
Vardas8777 Pavarde8777 4 2 10 1 8 10
Vardas8778 Pavarde8778 9 8 10 7 5 7
Vardas8779 Pavarde8779 8 10 4 6 6 9
Vardas8780 Pavarde8780 5 5 7 2 2 3
Vardas8781 Pavarde8781 8 9 6 6 3 1
Vardas8782 Pavarde8782 4 4 8 6 9 4
Vardas8783 Pavarde8783 2 1 5 3 5 1
Vardas8784 Pavarde8784 1 4 9 5 5 3
Vardas8785 Pavarde8785 7 1 7 1 6 9
Vardas8786 Pavarde8786 6 8 5 7 9 9
Vardas8787 Pavarde8787 9 2 2 10 5 6
Vardas8788 Pavarde8788 8 1 3 5 8 5
Vardas8789 Pavarde8789 6 1 3 8 6 9
Vardas8790 Pavarde8790 3 3 2 8 5 10
Vardas8791 Pavarde8791 3 6 3 2 2 5
Vardas8792 Pavarde8792 6 8 10 7 2 5
Vardas8793 Pavarde8793 5 3 2 4 7 6
Vardas8794 Pavarde8794 2 8 9 7 8 4
Vardas8795 Pavarde8795 8 7 10 1 5 8
Vardas8796 Pavarde8796 5 5 7 2 8 10
Vardas8797 Pavarde8797 5 6 5 6 3 6
Vardas8798 Pavarde8798 10 5 1 6 7 4
Vardas8799 Pavarde8799 3 7 7 6 5 9
Vardas8800 Pavarde8800 7 2 10 1 10 7
Vardas8801 Pavarde8801 10 6 2 1 2 8
Vardas8802 Pavarde8802 10 2 1 10 6 3
Vardas8803 Pavarde8803 5 7 8 9 9 6
Vardas8804 Pavarde8804 4 8 6 2 9 2
Vardas8805 Pavarde8805 3 1 8 8 7 5
Vardas8806 Pavarde8806 9 5 7 5 9 10
Vardas8807 Pavarde8807 1 3 8 4 8 2
Vardas8808 Pavarde8808 3 6 3 4 1 5
Vardas8809 Pavarde8809 9 10 4 5 4 6
Vardas8810 Pavarde8810 6 7 1 9 1 9
Vardas8811 Pavarde8811 5 8 8 1 5 2
Vardas8812 Pavarde8812 7 2 7 8 3 6
Vardas8813 Pavarde8813 10 10 7 9 1 6
Vardas8814 Pavarde8814 2 8 5 7 9 5
Vardas8815 Pavarde8815 7 3 7 4 8 10
Vardas8816 Pavarde8816 4 2 5 1 3 10
Vardas8817 Pavarde8817 8 10 10 8 9 4
Vardas8818 Pavarde8818 1 6 5 3 2 10
Vardas8819 Pavarde8819 9 6 7 6 1 1
Vardas8820 Pavarde8820 3 3 2 5 1 3
Vardas8821 Pavarde8821 10 10 2 8 3 7
Vardas8822 Pavarde8822 3 7 9 3 3 2
Vardas8823 Pavarde8823 5 9 9 6 9 3
Vardas8824 Pavarde8824 1 7 10 10 2 4
Vardas8825 Pavarde8825 2 7 7 2 4 9
Vardas8826 Pavarde8826 7 5 4 6 4 5
Vardas8827 Pavarde8827 7 10 3 9 5 5
Vardas8828 Pavarde8828 6 4 4 5 5 10
Vardas8829 Pavarde8829 8 3 1 5 7 1
Vardas8830 Pavarde8830 8 2 6 7 10 5
Vardas8831 Pavarde8831 1 5 1 10 4 6
Vardas8832 Pavarde8832 4 9 3 7 1 1
Vardas8833 Pavarde8833 9 7 4 5 8 8
Vardas8834 Pavarde8834 3 1 10 6 9 3
Vardas8835 Pavarde8835 3 7 9 2 5 7
Vardas8836 Pavarde8836 2 8 4 2 1 4
Vardas8837 Pavarde8837 4 2 3 9 10 7
Vardas8838 Pavarde8838 7 8 7 7 7 8
Vardas8839 Pavarde8839 7 2 7 6 5 1
Vardas8840 Pavarde8840 4 8 6 3 5 1
Vardas8841 Pavarde8841 10 2 5 10 5 2
Vardas8842 Pavarde8842 5 3 4 5 7 7
Vardas8843 Pavarde8843 10 7 10 6 7 5
Vardas8844 Pavarde8844 4 6 2 4 9 3
Vardas8845 Pavarde8845 1 2 4 7 8 8
Vardas8846 Pavarde8846 3 10 10 7 8 4
Vardas8847 Pavarde8847 10 9 7 2 4 3
Vardas8848 Pavarde8848 10 6 9 4 6 4
Vardas8849 Pavarde8849 5 2 6 10 1 9
Vardas8850 Pavarde8850 1 3 3 7 5 2
Vardas8851 Pavarde8851 4 6 3 4 2 6
Vardas8852 Pavarde8852 9 6 7 9 6 8
Vardas8853 Pavarde8853 9 6 2 7 3 3
Vardas8854 Pavarde8854 3 1 9 2 10 3
Vardas8855 Pavarde8855 1 9 6 8 9 8
Vardas8856 Pavarde8856 8 6 3 2 3 2
Vardas8857 Pavarde8857 9 1 9 9 6 4
Vardas8858 Pavarde8858 5 4 3 10 10 7
Vardas8859 Pavarde8859 8 8 3 3 7 1
Vardas8860 Pavarde8860 8 8 7 2 2 2
Vardas8861 Pavarde8861 1 3 5 3 4 3
Vardas8862 Pavarde8862 1 10 6 4 1 4
Vardas8863 Pavarde8863 1 8 3 3 6 4
Vardas8864 Pavarde8864 8 4 9 3 10 7
Vardas8865 Pavarde8865 5 3 10 5 6 3
Vardas8866 Pavarde8866 8 7 5 8 2 5
Vardas8867 Pavarde8867 6 3 7 9 9 4
Vardas8868 Pavarde8868 8 1 9 1 4 3
Vardas8869 Pavarde8869 8 8 8 2 1 1
Vardas8870 Pavarde8870 2 9 2 5 3 10
Vardas8871 Pavarde8871 7 1 6 5 2 10
Vardas8872 Pavarde8872 7 3 1 6 4 2
Vardas8873 Pavarde8873 2 5 9 9 3 7
Vardas8874 Pavarde8874 10 10 9 9 2 10
Vardas8875 Pavarde8875 10 8 7 3 1 2
Vardas8876 Pavarde8876 7 5 3 4 4 10
Vardas8877 Pavarde8877 3 1 1 10 2 7
Vardas8878 Pavarde8878 1 8 5 8 1 2
Vardas8879 Pavarde8879 7 6 8 5 3 2
Vardas8880 Pavarde8880 8 1 6 8 10 8
Vardas8881 Pavarde8881 9 6 3 6 5 3
Vardas8882 Pavarde8882 3 6 6 3 5 6
Vardas8883 Pavarde8883 10 4 3 3 5 6
Vardas8884 Pavarde8884 4 8 2 7 6 2
Vardas8885 Pavarde8885 6 3 7 2 1 10
Vardas8886 Pavarde8886 5 8 8 4 8 1
Vardas8887 Pavarde8887 8 5 10 1 8 2
Vardas8888 Pavarde8888 3 8 7 6 2 10
Vardas8889 Pavarde8889 8 9 1 9 2 7
Vardas8890 Pavarde8890 1 8 1 4 4 6
Vardas8891 Pavarde8891 5 4 6 9 4 3
Vardas8892 Pavarde8892 8 7 9 3 5 9
Vardas8893 Pavarde8893 7 8 9 4 6 4
Vardas8894 Pavarde8894 1 10 10 9 1 2
Vardas8895 Pavarde8895 8 10 9 5 6 3
Vardas8896 Pavarde8896 1 8 4 9 2 1
Vardas8897 Pavarde8897 5 9 10 4 2 1
Vardas8898 Pavarde8898 3 9 4 9 7 9
Vardas8899 Pavarde8899 7 5 3 1 7 4
Vardas8900 Pavarde8900 9 7 9 2 3 2
Vardas8901 Pavarde8901 2 10 9 9 5 6
Vardas8902 Pavarde8902 8 9 8 4 3 9
Vardas8903 Pavarde8903 8 6 9 4 9 3
Vardas8904 Pavarde8904 8 2 4 3 6 5
Vardas8905 Pavarde8905 7 6 9 6 9 6
Vardas8906 Pavarde8906 10 7 7 6 10 4
Vardas8907 Pavarde8907 10 7 6 1 3 9
Vardas8908 Pavarde8908 5 4 3 10 6 4
Vardas8909 Pavarde8909 5 1 6 2 5 7
Vardas8910 Pavarde8910 2 3 9 6 9 1
Vardas8911 Pavarde8911 10 1 6 7 1 9
Vardas8912 Pavarde8912 2 8 4 4 9 2
Vardas8913 Pavarde8913 10 5 8 10 4 3
Vardas8914 Pavarde8914 2 2 7 4 9 4
Vardas8915 Pavarde8915 1 4 5 6 1 5
Vardas8916 Pavarde8916 5 6 5 8 10 9
Vardas8917 Pavarde8917 2 6 9 8 1 4
Vardas8918 Pavarde8918 6 9 8 10 1 2
Vardas8919 Pavarde8919 10 8 8 4 10 10
Vardas8920 Pavarde8920 7 6 1 7 10 5
Vardas8921 Pavarde8921 8 10 9 6 6 9
Vardas8922 Pavarde8922 5 1 3 3 2 8
Vardas8923 Pavarde8923 4 2 10 8 6 3
Vardas8924 Pavarde8924 10 4 9 1 2 7
Vardas8925 Pavarde8925 9 6 6 3 2 1
Vardas8926 Pavarde8926 1 6 10 4 10 2
Vardas8927 Pavarde8927 3 8 2 6 4 2
Vardas8928 Pavarde8928 3 6 5 3 7 5
Vardas8929 Pavarde8929 5 3 4 7 7 4
Vardas8930 Pavarde8930 8 8 5 1 3 1
Vardas8931 Pavarde8931 9 9 4 10 3 2
Vardas8932 Pavarde8932 5 3 2 4 5 1
Vardas8933 Pavarde8933 5 5 6 4 7 6
Vardas8934 Pavarde8934 7 6 4 9 5 9
Vardas8935 Pavarde8935 1 3 9 2 1 10
Vardas8936 Pavarde8936 7 9 8 8 3 7
Vardas8937 Pavarde8937 3 3 6 1 10 7
Vardas8938 Pavarde8938 8 1 2 1 1 2
Vardas8939 Pavarde8939 7 3 2 4 2 8
Vardas8940 Pavarde8940 1 6 9 1 10 2
Vardas8941 Pavarde8941 10 8 4 7 6 10
Vardas8942 Pavarde8942 6 8 4 8 4 8
Vardas8943 Pavarde8943 10 1 4 10 6 7
Vardas8944 Pavarde8944 1 10 2 3 2 8
Vardas8945 Pavarde8945 4 4 1 6 6 10
Vardas8946 Pavarde8946 4 8 9 1 1 7
Vardas8947 Pavarde8947 4 6 9 6 2 1
Vardas8948 Pavarde8948 10 9 1 8 9 2
Vardas8949 Pavarde8949 5 5 9 3 1 5
Vardas8950 Pavarde8950 9 2 4 6 2 4
Vardas8951 Pavarde8951 9 4 6 4 10 8
Vardas8952 Pavarde8952 8 6 4 1 2 2
Vardas8953 Pavarde8953 9 5 8 6 7 3
Vardas8954 Pavarde8954 4 7 8 6 9 9
Vardas8955 Pavarde8955 5 5 5 3 9 8
Vardas8956 Pavarde8956 9 2 10 4 5 9
Vardas8957 Pavarde8957 7 10 9 2 10 1
Vardas8958 Pavarde8958 5 10 2 4 10 3
Vardas8959 Pavarde8959 3 2 10 3 7 4
Vardas8960 Pavarde8960 6 2 2 5 10 6
Vardas8961 Pavarde8961 6 7 7 6 5 3
Vardas8962 Pavarde8962 4 7 4 8 10 4
Vardas8963 Pavarde8963 5 7 9 5 3 6
Vardas8964 Pavarde8964 7 8 3 7 1 7
Vardas8965 Pavarde8965 1 4 5 4 4 2
Vardas8966 Pavarde8966 10 9 1 9 2 10
Vardas8967 Pavarde8967 1 8 1 4 5 6
Vardas8968 Pavarde8968 8 9 4 8 1 10
Vardas8969 Pavarde8969 10 6 6 5 5 10
Vardas8970 Pavarde8970 7 8 7 5 9 6
Vardas8971 Pavarde8971 5 5 9 1 5 9
Vardas8972 Pavarde8972 5 7 3 1 7 7
Vardas8973 Pavarde8973 3 5 1 1 8 4
Vardas8974 Pavarde8974 2 2 9 6 5 4
Vardas8975 Pavarde8975 9 1 4 4 9 1
Vardas8976 Pavarde8976 2 10 6 2 9 9
Vardas8977 Pavarde8977 10 9 9 10 6 10
Vardas8978 Pavarde8978 4 8 4 4 6 3
Vardas8979 Pavarde8979 8 10 3 1 5 1
Vardas8980 Pavarde8980 8 4 4 6 3 9
Vardas8981 Pavarde8981 7 10 8 2 2 1
Vardas8982 Pavarde8982 4 3 2 5 10 4
Vardas8983 Pavarde8983 1 10 10 9 4 3
Vardas8984 Pavarde8984 3 8 9 5 1 9
Vardas8985 Pavarde8985 9 9 3 8 3 8
Vardas8986 Pavarde8986 8 6 4 1 4 3
Vardas8987 Pavarde8987 10 3 3 5 8 5
Vardas8988 Pavarde8988 9 9 4 4 10 7
Vardas8989 Pavarde8989 4 7 10 7 10 8
Vardas8990 Pavarde8990 5 5 5 5 6 10
Vardas8991 Pavarde8991 10 6 2 7 7 3
Vardas8992 Pavarde8992 1 5 6 9 1 4
Vardas8993 Pavarde8993 4 10 2 3 4 9
Vardas8994 Pavarde8994 6 9 7 7 10 1
Vardas8995 Pavarde8995 9 2 1 2 2 1
Vardas8996 Pavarde8996 6 1 6 8 1 10
Vardas8997 Pavarde8997 4 7 1 7 7 3
Vardas8998 Pavarde8998 8 9 7 9 2 10
Vardas8999 Pavarde8999 3 3 2 9 3 9
Vardas9000 Pavarde9000 2 6 1 1 6 9
Vardas9001 Pavarde9001 6 3 5 6 6 9
Vardas9002 Pavarde9002 10 9 5 6 5 9
Vardas9003 Pavarde9003 10 1 7 1 2 2
Vardas9004 Pavarde9004 8 1 4 7 8 8
Vardas9005 Pavarde9005 1 4 2 5 6 6
Vardas9006 Pavarde9006 6 6 3 9 1 6
Vardas9007 Pavarde9007 7 5 4 9 9 10
Vardas9008 Pavarde9008 4 8 9 8 8 9
Vardas9009 Pavarde9009 4 8 2 8 2 2
Vardas9010 Pavarde9010 4 1 1 1 9 8
Vardas9011 Pavarde9011 3 1 9 10 6 6
Vardas9012 Pavarde9012 7 3 10 6 6 6
Vardas9013 Pavarde9013 10 3 1 5 7 1
Vardas9014 Pavarde9014 5 9 3 9 9 3
Vardas9015 Pavarde9015 5 8 1 10 10 7
Vardas9016 Pavarde9016 7 10 7 9 2 7
Vardas9017 Pavarde9017 8 2 5 8 9 3
Vardas9018 Pavarde9018 3 2 3 1 2 2
Vardas9019 Pavarde9019 1 6 8 9 5 2
Vardas9020 Pavarde9020 1 4 2 7 1 4
Vardas9021 Pavarde9021 7 9 8 10 8 9
Vardas9022 Pavarde9022 10 4 3 10 4 5
Vardas9023 Pavarde9023 9 9 3 10 3 9
Vardas9024 Pavarde9024 10 6 8 4 10 4
Vardas9025 Pavarde9025 1 2 8 8 10 1
Vardas9026 Pavarde9026 2 4 10 2 1 8
Vardas9027 Pavarde9027 3 7 6 7 9 6
Vardas9028 Pavarde9028 2 8 7 7 5 10
Vardas9029 Pavarde9029 7 1 9 9 1 4
Vardas9030 Pavarde9030 8 9 9 10 4 10
Vardas9031 Pavarde9031 10 5 4 3 5 8
Vardas9032 Pavarde9032 2 1 2 3 2 5
Vardas9033 Pavarde9033 3 1 8 7 7 5
Vardas9034 Pavarde9034 10 1 7 4 3 3
Vardas9035 Pavarde9035 6 7 4 4 1 6
Vardas9036 Pavarde9036 2 5 4 2 4 10
Vardas9037 Pavarde9037 10 9 2 8 1 3
Vardas9038 Pavarde9038 9 4 5 2 6 5
Vardas9039 Pavarde9039 5 3 10 10 8 4
Vardas9040 Pavarde9040 9 1 10 6 4 1
Vardas9041 Pavarde9041 8 4 4 8 2 9
Vardas9042 Pavarde9042 6 8 2 4 5 10
Vardas9043 Pavarde9043 8 9 5 7 2 1
Vardas9044 Pavarde9044 8 7 6 5 8 10
Vardas9045 Pavarde9045 7 7 9 10 9 2
Vardas9046 Pavarde9046 1 9 10 4 2 9
Vardas9047 Pavarde9047 1 3 10 6 10 8
Vardas9048 Pavarde9048 10 9 2 3 4 3
Vardas9049 Pavarde9049 4 7 6 2 5 1
Vardas9050 Pavarde9050 4 8 10 4 9 9
Vardas9051 Pavarde9051 3 2 10 9 8 9
Vardas9052 Pavarde9052 3 6 5 6 2 9
Vardas9053 Pavarde9053 4 10 4 2 6 6
Vardas9054 Pavarde9054 9 4 9 3 10 9
Vardas9055 Pavarde9055 10 8 5 5 3 7
Vardas9056 Pavarde9056 5 1 9 3 3 5
Vardas9057 Pavarde9057 3 2 8 8 7 9
Vardas9058 Pavarde9058 9 5 5 10 4 10
Vardas9059 Pavarde9059 7 1 8 3 7 6
Vardas9060 Pavarde9060 10 3 2 8 7 4
Vardas9061 Pavarde9061 5 4 6 3 9 10
Vardas9062 Pavarde9062 5 1 8 5 4 1
Vardas9063 Pavarde9063 7 6 1 1 1 10
Vardas9064 Pavarde9064 9 10 5 6 6 2
Vardas9065 Pavarde9065 3 8 1 4 3 7
Vardas9066 Pavarde9066 7 1 7 6 4 5
Vardas9067 Pavarde9067 9 1 8 5 4 6
Vardas9068 Pavarde9068 9 7 9 3 10 4
Vardas9069 Pavarde9069 4 1 7 4 1 8
Vardas9070 Pavarde9070 6 5 4 7 8 1
Vardas9071 Pavarde9071 1 9 10 9 10 9
Vardas9072 Pavarde9072 7 8 5 7 8 7
Vardas9073 Pavarde9073 9 10 4 7 5 4
Vardas9074 Pavarde9074 2 9 4 10 10 5
Vardas9075 Pavarde9075 1 2 2 3 1 1
Vardas9076 Pavarde9076 3 8 6 4 3 4
Vardas9077 Pavarde9077 1 1 9 9 8 5
Vardas9078 Pavarde9078 10 4 2 4 8 2
Vardas9079 Pavarde9079 9 7 10 9 8 8
Vardas9080 Pavarde9080 5 7 8 4 4 10
Vardas9081 Pavarde9081 4 6 5 2 1 5
Vardas9082 Pavarde9082 2 7 5 10 10 9
Vardas9083 Pavarde9083 10 3 10 5 8 4
Vardas9084 Pavarde9084 10 7 4 2 3 1
Vardas9085 Pavarde9085 5 10 4 9 2 6
Vardas9086 Pavarde9086 2 2 10 10 7 10
Vardas9087 Pavarde9087 6 7 5 2 5 4
Vardas9088 Pavarde9088 9 2 8 8 2 5
Vardas9089 Pavarde9089 10 7 8 2 9 6
Vardas9090 Pavarde9090 2 6 10 10 6 6
Vardas9091 Pavarde9091 8 10 6 3 7 4
Vardas9092 Pavarde9092 10 2 2 6 9 7
Vardas9093 Pavarde9093 6 6 2 9 9 3
Vardas9094 Pavarde9094 7 2 3 3 1 5
Vardas9095 Pavarde9095 8 5 3 2 6 8
Vardas9096 Pavarde9096 8 7 2 1 8 9
Vardas9097 Pavarde9097 1 8 5 9 3 3
Vardas9098 Pavarde9098 8 1 5 9 4 9
Vardas9099 Pavarde9099 2 6 4 4 5 4
Vardas9100 Pavarde9100 7 9 8 7 2 1
Vardas9101 Pavarde9101 4 7 8 6 2 9
Vardas9102 Pavarde9102 4 8 1 6 5 9
Vardas9103 Pavarde9103 5 1 6 5 5 5
Vardas9104 Pavarde9104 2 9 6 1 6 5
Vardas9105 Pavarde9105 3 10 4 6 7 5
Vardas9106 Pavarde9106 9 2 2 1 1 2
Vardas9107 Pavarde9107 9 10 8 5 7 2
Vardas9108 Pavarde9108 10 4 5 3 7 1
Vardas9109 Pavarde9109 1 9 4 5 10 9
Vardas9110 Pavarde9110 1 2 4 7 10 3
Vardas9111 Pavarde9111 5 3 9 8 1 7
Vardas9112 Pavarde9112 3 2 4 10 8 1
Vardas9113 Pavarde9113 5 9 4 4 3 10
Vardas9114 Pavarde9114 9 9 9 9 4 10
Vardas9115 Pavarde9115 9 9 7 3 9 3
Vardas9116 Pavarde9116 9 7 6 6 9 4
Vardas9117 Pavarde9117 9 7 9 9 7 5
Vardas9118 Pavarde9118 1 1 5 8 6 10
Vardas9119 Pavarde9119 1 4 10 6 8 5
Vardas9120 Pavarde9120 10 7 8 1 10 3
Vardas9121 Pavarde9121 3 8 2 10 2 2
Vardas9122 Pavarde9122 6 10 3 9 10 10
Vardas9123 Pavarde9123 6 2 2 10 2 3
Vardas9124 Pavarde9124 5 6 5 2 6 1
Vardas9125 Pavarde9125 1 10 6 7 7 4
Vardas9126 Pavarde9126 2 8 2 3 9 8
Vardas9127 Pavarde9127 5 6 1 4 10 1
Vardas9128 Pavarde9128 9 2 2 4 3 1
Vardas9129 Pavarde9129 3 6 7 10 1 4
Vardas9130 Pavarde9130 6 10 1 4 2 1
Vardas9131 Pavarde9131 6 8 5 2 7 1
Vardas9132 Pavarde9132 10 8 1 4 5 10
Vardas9133 Pavarde9133 9 3 2 8 9 1
Vardas9134 Pavarde9134 4 10 3 10 10 10
Vardas9135 Pavarde9135 2 4 6 4 1 3
Vardas9136 Pavarde9136 10 9 3 3 5 3
Vardas9137 Pavarde9137 6 10 4 5 9 1
Vardas9138 Pavarde9138 7 5 6 3 3 8
Vardas9139 Pavarde9139 2 5 8 9 4 4
Vardas9140 Pavarde9140 10 1 2 3 3 1
Vardas9141 Pavarde9141 3 4 4 8 3 3
Vardas9142 Pavarde9142 3 2 5 5 10 10
Vardas9143 Pavarde9143 9 6 5 5 2 6
Vardas9144 Pavarde9144 1 1 1 10 2 10
Vardas9145 Pavarde9145 2 7 1 6 10 3
Vardas9146 Pavarde9146 8 10 3 1 7 7
Vardas9147 Pavarde9147 6 2 7 2 8 7
Vardas9148 Pavarde9148 8 3 6 5 4 5
Vardas9149 Pavarde9149 7 1 9 5 3 8
Vardas9150 Pavarde9150 10 8 4 1 8 9
Vardas9151 Pavarde9151 7 4 10 1 10 1
Vardas9152 Pavarde9152 5 7 2 10 5 5
Vardas9153 Pavarde9153 8 5 6 7 4 9
Vardas9154 Pavarde9154 3 2 8 5 8 2
Vardas9155 Pavarde9155 10 1 6 8 7 1
Vardas9156 Pavarde9156 9 6 8 10 2 5
Vardas9157 Pavarde9157 10 2 10 1 2 1
Vardas9158 Pavarde9158 9 7 4 7 2 4
Vardas9159 Pavarde9159 2 8 10 3 10 8
Vardas9160 Pavarde9160 9 8 10 8 7 10
Vardas9161 Pavarde9161 5 4 3 1 3 3
Vardas9162 Pavarde9162 1 6 10 6 9 1
Vardas9163 Pavarde9163 3 10 4 5 6 1
Vardas9164 Pavarde9164 3 3 2 5 6 6
Vardas9165 Pavarde9165 4 2 5 1 6 3
Vardas9166 Pavarde9166 7 3 6 8 3 4
Vardas9167 Pavarde9167 4 1 10 2 4 1
Vardas9168 Pavarde9168 9 7 10 3 10 5
Vardas9169 Pavarde9169 1 3 9 8 10 8
Vardas9170 Pavarde9170 2 9 2 2 10 6
Vardas9171 Pavarde9171 4 7 5 7 9 1
Vardas9172 Pavarde9172 7 4 2 8 10 8
Vardas9173 Pavarde9173 9 3 2 10 2 6
Vardas9174 Pavarde9174 10 6 7 5 2 1
Vardas9175 Pavarde9175 5 6 10 7 9 2
Vardas9176 Pavarde9176 6 5 7 6 2 7
Vardas9177 Pavarde9177 9 5 9 1 3 7
Vardas9178 Pavarde9178 4 2 6 2 6 1
Vardas9179 Pavarde9179 2 9 4 8 3 2
Vardas9180 Pavarde9180 1 5 6 7 1 5
Vardas9181 Pavarde9181 4 8 1 9 10 1
Vardas9182 Pavarde9182 9 2 10 6 8 10
Vardas9183 Pavarde9183 7 4 9 4 2 10
Vardas9184 Pavarde9184 2 2 3 9 10 6
Vardas9185 Pavarde9185 9 8 2 9 8 2
Vardas9186 Pavarde9186 10 7 10 7 3 7
Vardas9187 Pavarde9187 8 6 4 7 8 6
Vardas9188 Pavarde9188 3 8 1 1 9 9
Vardas9189 Pavarde9189 4 7 2 10 4 4
Vardas9190 Pavarde9190 5 10 7 3 2 1
Vardas9191 Pavarde9191 10 10 4 6 3 3
Vardas9192 Pavarde9192 5 5 4 1 9 6
Vardas9193 Pavarde9193 1 3 3 6 6 2
Vardas9194 Pavarde9194 4 4 1 7 10 6
Vardas9195 Pavarde9195 8 8 1 1 5 4
